# name	lat	lon	state	admin	pop  — GeoNames (CC-BY 4.0), NE India + Sikkim
dihajan	27.1297	94.7634	AS	0	0
dihingmukh	27.2613	94.7027	AS	0	0
dihira	26.7958	91.4000	AS	0	0
dijmur	27.6635	94.8523	AS	0	0
dijugaon	26.5215	93.3836	AS	0	0
dijungania	27.3667	92.7667	AR	0	0
dikchu	27.4034	88.5002	SK	0	0
dikhomukh	26.9619	94.4149	AS	0	0
dikling	27.2330	88.5807	SK	0	0
dikrum	26.1798	93.5735	AS	0	0
dilai gate	25.9974	93.3877	AS	0	0
dili terang	26.2128	93.6780	AS	0	0
dilibari tiniali	26.5657	93.9942	AS	0	0
dima hasao district	25.5000	93.0000	AS	1	214102
dimakuchi	26.7410	91.8212	AS	0	0
dimapur	25.9017	93.7175	NL	1	0
dimapur sadar	25.8991	93.7113	NL	1	168288
dimaruguri	26.3452	92.7149	AS	0	10235
dimow	27.1287	94.6740	AS	1	152166
dimruguri	26.7795	94.2008	AS	0	0
dingdinga	26.3506	89.8933	AS	0	0
dingpasoh	25.5944	92.0431	ML	0	0
dingram	26.3621	90.1558	AS	0	0
dinjaygaon	27.5112	95.1817	AS	0	0
dintam	27.2489	88.4197	SK	0	0
diphu	25.8666	93.4570	AS	1	279975
diphupar 'a'	25.8578	93.7690	NL	0	10246
dipling	27.1048	95.0369	AS	0	0
dirang	27.3333	92.2667	AR	0	3750
dirang adc	27.4369	92.2050	AR	1	18401
dirji	27.2667	93.0667	AR	0	0
dirua	26.3571	91.3397	AS	0	0
disangmukh	27.0667	94.5500	AS	0	0
dissang	27.2823	95.1354	AS	0	0
dissing passo circle	26.9954	93.1597	AR	1	1561
dithur	25.4941	92.8011	AS	0	0
diwon	25.9667	92.0167	ML	0	0
diyun	27.5445	96.1008	AR	0	0
diyun eac	27.5609	96.1169	AR	1	32007
doboka	26.1090	92.9503	AS	1	304508
doiangmukh	25.8036	92.9407	AS	0	0
doimara	26.9910	92.4163	AR	0	0
doimukh sdo	27.1837	93.7654	AR	1	9479
dokmoka	26.2103	93.0517	AS	0	5478
dolagaon	26.3140	90.7699	AS	0	0
dolepchand	27.1949	88.6758	SK	0	0
dolgaon	26.4401	89.9964	AS	0	0
dollungmukh	27.6013	94.1436	AR	0	0
dollungmukh circle	27.6190	94.1854	AR	1	2944
dolma sampa	27.8833	88.3833	SK	0	0
domgaon	27.0719	94.5645	AS	0	0
dommati	25.8395	91.6411	ML	0	0
dong basti	27.1941	88.4205	SK	0	0
donka	25.8525	92.5872	AS	1	295358
donkamokam	25.9334	92.7074	AS	0	9116
donkeng	28.0487	94.7128	AR	0	0
donkung	28.0353	88.6018	SK	0	0
donli	28.2771	96.1042	AR	0	0
doom dooma	27.6279	95.5783	AS	1	416789
dorkang	28.1328	94.7855	AR	0	0
dosatan	26.3250	91.9081	AS	0	0
dosing	27.9760	95.0530	AR	0	0
dotoma	26.4832	90.1810	AS	1	144393
doulashal	26.2679	91.2278	AS	0	0
duaapara	26.1217	90.6532	AS	0	0
dualasal	26.2682	91.2291	AS	0	0
duarmara	27.4854	95.7346	AS	0	0
dubbin	27.4413	92.5149	AR	0	0
dubia barigaon	26.9081	93.7087	AS	0	0
dudhnai	25.9737	90.8181	AS	1	77019
dudhpur	24.1048	92.0072	TR	0	0
dudpatil i	24.9109	92.7904	AS	0	5083
dudpatil viii	24.8852	92.8141	AS	0	0
duduksora	22.0054	92.6178	MZ	0	0
dudunghar	27.5066	91.6557	AR	0	0
dudunghar circle	27.5581	91.6263	AR	1	2833
dugalakha	27.2339	88.6074	SK	0	0
dui yambi	27.8333	93.4833	AR	0	0
duibohin alma	26.2838	89.9928	AS	0	0
duimukh	27.1454	93.7532	AR	0	0
dukli	23.7984	91.2964	TR	0	16941
dulahatgaon	27.1618	93.9938	AS	0	0
dulangmukh	27.5044	94.2684	AS	0	0
dulia puranimelia	26.8747	94.5289	AS	0	0
duliagaon	26.8931	94.5515	AS	0	0
duliajan	27.3604	95.3181	AS	0	28626
duliajan oil town	27.3578	95.3141	AS	0	28626
duligaon	26.2583	90.0766	AS	0	0
dullavcherra	24.4858	92.4342	AS	0	0
dulumabari	23.4949	91.7070	TR	0	0
dum duma	27.5688	95.5566	AS	0	21706
dumduma gaon	26.6736	92.3937	AS	0	0
dumergur	26.3258	90.7439	AS	0	0
dumnichauki	26.3500	91.8333	AS	0	0
dumporijo	27.9568	94.2891	AR	0	0
dumporijo adc	28.0092	94.3105	AR	1	5218
dumra	27.1897	88.3372	SK	0	0
dumsa	27.5167	95.8667	AS	0	0
dumunichowki	26.3501	91.8236	AS	0	0
durga nagar part-v	24.8815	92.8821	AS	0	9051
durgapur	26.3011	91.0793	AS	0	0
durtlang	23.7810	92.7273	MZ	0	0
dwarband	24.6322	92.7094	AS	0	0
dzongri	27.4667	88.1500	SK	0	0
dzongu	27.5298	88.4146	SK	1	8673
dzulake	25.6209	93.9605	NL	0	0
east bhadragaon iii	26.4667	90.5667	AS	0	0
east garo hills	25.6137	90.6243	ML	1	317917
east jaintia hills	25.3598	92.3668	ML	1	122436
east kameng	27.3000	93.0500	AR	1	78690
east khasi hills	25.3805	91.7891	ML	1	825922
east lungdar	23.1418	93.0645	MZ	1	14897
east siang	28.0084	95.3045	AR	1	99214
eastern west khasi hills	25.6073	91.5737	ML	1	115878
ekoratoli	27.0332	94.7096	AS	0	0
embragon	28.5398	95.6826	AR	0	0
englan	26.1764	94.2554	NL	1	12856
erdangkramsa	26.3155	93.2461	AS	0	0
etalin	28.7951	96.3291	AR	1	1329
fadepur	26.3575	89.9026	AS	0	0
failaguri	26.3962	89.8726	AS	0	0
fakiragram	26.3617	90.1824	AS	0	0
fakirganj	25.9689	90.0607	AS	0	0
falkawn	23.6251	92.7265	MZ	0	0
farkawn	23.0790	93.2954	MZ	0	0
fatikrai	24.1832	92.0180	TR	0	5371
forest village lakhipathar	27.4533	95.5813	AS	0	6129
fulkumari	23.5230	91.5048	TR	0	11160
furkating	26.4692	94.0174	AS	0	0
futsora	22.1418	92.6194	MZ	0	235
gabaichara	24.2097	92.3313	TR	0	0
gabharu	26.6833	92.6500	AS	0	0
gagaldubi	27.3622	94.1832	AS	0	0
gagnikhat	26.5377	91.5087	AS	0	0
gairigaon	27.1458	88.4538	SK	0	0
gajpuria	26.8991	94.5457	AS	0	0
gakulnagar	23.7116	91.2571	TR	0	11369
gambegre	25.4182	90.2123	ML	1	26344
gamkik	28.0732	94.5617	AR	0	0
ganak kuchi gaon	26.3183	91.0371	AS	0	0
gandhapukhuri	26.6390	92.1850	AS	0	0
gandhigram	23.8920	91.2816	TR	0	14572
gandopar	25.6208	90.0528	ML	0	0
ganganagar	24.6077	92.9639	AS	0	0
gangate	27.1950	88.5463	SK	0	0
gangmohthan	26.7708	93.3140	AS	0	0
gangte	27.8604	93.8886	AR	0	0
gangte circle	27.8576	93.8866	AR	1	5369
gangtok	27.3333	88.6667	SK	1	283583
ganjakhauri	24.4734	92.5646	AS	0	0
ganju basti	26.9121	93.4221	AS	0	0
garai mari	26.3005	91.2326	AS	0	0
garal	26.1386	91.6069	AS	0	4400
garampani	26.3929	93.8817	AS	0	0
garamur	26.9489	94.1720	AS	0	0
garehaga chuk	27.1885	94.1582	AS	0	0
gariagaon	26.6946	94.1169	AS	0	0
garobadha	25.5732	90.0018	ML	0	0
garobhatkhoa	26.0789	90.3841	AS	0	0
garopara	26.3578	89.9154	AS	0	0
garubhasa	26.5670	90.3732	AS	0	0
gasheng	28.6449	94.6541	AR	0	0
gasigaon	27.7634	94.4248	AR	0	0
gasuapara	25.2366	90.3577	ML	1	28216
gauripur	26.1199	89.9864	AS	1	11345
gayangaon	26.9887	94.3135	AS	0	0
gaziphema	25.5007	94.3880	MN	0	0
gejeragaon	27.1230	94.4269	AS	0	0
geku eac	28.4388	95.1618	AR	1	4445
geleki	26.8039	94.7011	AS	0	0
geling	29.1456	94.9805	AR	0	0
gelling circle	29.1144	94.9314	AR	1	153
genapara	25.3000	90.0167	ML	0	0
gengtung	27.3154	93.1942	AR	0	0
gensi	27.8201	94.6186	AR	0	0
gensi eac	27.8057	94.6538	AR	1	1331
gepen	27.9168	94.1385	AR	0	0
gepen circle	27.9201	94.1377	AR	1	2405
gerasury	22.1248	92.5747	MZ	0	199
geredonga	25.9068	92.9319	AS	0	0
gereki	26.8115	93.1704	AS	0	0
gerimari chapori	26.4278	92.0251	AS	0	11004
gerukabari	26.4856	90.6939	AS	0	0
gette	28.6833	95.0167	AR	0	0
ghahigaon	26.8292	93.5198	AS	0	0
ghaspani	25.7606	93.8831	NL	0	0
ghathashi	25.8566	94.4168	NL	1	7967
ghoga	26.3031	91.4314	AS	0	0
ghograpar	26.4528	91.5097	AS	0	0
ghograpar pt	26.4884	91.5339	AS	1	90376
ghoramara	26.5927	91.4950	AS	0	0
giba circle	28.1768	93.9662	AR	1	5013
gingba	27.9795	93.8681	AR	0	0
ginjia	26.8071	93.2512	AS	0	0
gite ripa	28.1277	94.3331	AR	0	0
gite ripa circle	28.0996	94.3353	AR	1	2312
goalpara	26.1279	90.6097	AS	1	1008183
gobabsuri	22.0477	92.6020	MZ	0	178
gobindapur	26.1633	90.5927	AS	0	11863
gocham	27.7639	94.1890	AR	0	0
gogamukh	27.4781	94.3594	AS	1	112710
gogamukh tajik	27.4000	94.3333	AS	0	0
gohaingaon	26.8437	94.2001	AS	0	0
gohaintan	27.2440	92.6484	AR	0	0
gohpur	26.8884	93.6895	AS	1	121830
goibarigaon	26.7854	91.6784	AS	0	0
goiliang	28.1460	96.6400	AR	0	0
goiliang circle	28.2271	96.7394	AR	1	1681
gokulkata	26.4774	89.8777	AS	0	0
golaghat	26.4092	93.9119	AS	1	1066888
golaghatia basti	25.9925	92.8640	AS	0	9809
golakganj	26.1022	89.8227	AS	0	8244
golakganj pt	26.1599	89.8441	AS	1	192782
gomariguri	26.3289	94.0815	AS	0	0
gomati	23.5340	91.4812	TR	1	436868
gonda twisa	23.5561	91.8696	TR	1	59400
gopikot	25.0810	93.1557	AS	0	0
gorakapa kachehri	23.1500	91.8000	TR	0	0
goramari	26.3474	92.2926	AS	0	0
goreswar pt	26.6230	91.6968	AS	1	157830
goroimari	26.1165	91.2486	AS	1	134387
goroimari ahom	26.7201	92.7556	AS	0	0
gosaibori	26.0835	90.8080	AS	0	0
goshaingaon	26.4395	89.9631	AS	0	13933
gossaigaon pt	26.5436	89.9918	AS	1	270952
goteswar	26.5311	91.7267	AS	0	0
gouthang	24.4793	93.5702	MN	0	0
grahampur	26.3523	89.8707	AS	0	0
grunli	28.6333	96.0000	AR	0	0
guchi	27.9136	93.9049	AR	0	0
gumto	27.1331	93.8008	AR	0	0
gumto circle	27.1849	93.8324	AR	1	1638
gunamanipara	23.7143	91.9461	TR	0	0
gunjong	25.3165	93.0114	AS	0	0
gunjung	25.3194	93.0119	AS	0	0
gutlong gaon	26.6534	92.8161	AS	0	10900
guwahati	26.1577	91.6751	AS	1	433771
gyalshing	27.3333	88.2500	SK	1	136435
gyawe purang circle	27.4629	93.2043	AR	1	2469
habaipur	25.9426	92.8243	AS	0	0
habialgaon	26.7833	94.1667	AS	0	0
habrubil	26.4453	89.9855	AS	0	0
hachi	27.7719	94.0185	AR	0	0
hachraobari	26.4862	89.9475	AS	0	0
hadraibari	23.8500	91.6000	TR	0	0
haflong	25.3985	93.0769	AS	1	214102
hailakandi	24.5017	92.6007	AS	1	659296
hajua	26.7039	91.1943	AS	0	0
hakanamara	26.2205	92.3345	AS	0	0
hakma	26.4277	89.9494	AS	0	0
halakura	26.2524	89.7767	AS	0	0
halbari	25.9602	91.4915	AS	0	0
halhahli	24.1045	91.8247	TR	0	0
haltu	27.1801	88.0822	SK	0	0
haltugaon	26.4868	90.2887	AS	0	0
hamren	25.8470	92.5741	AS	0	8747
hang habai	25.8558	92.7959	AS	0	0
hanggou	24.8958	94.4040	MN	0	0
hangrum	25.1386	93.3021	AS	0	0
haochong	24.9151	93.6075	MN	1	14210
hapagaon	26.7361	92.1464	AS	0	0
hapheka bepari	26.1898	93.5491	AS	0	0
hapoli	27.5333	93.8500	AR	0	0
harchura	26.7789	92.7781	AS	0	0
harimura	26.0930	90.6726	AS	0	0
haripur	26.3229	89.8740	AS	0	0
harirambari	24.0145	91.8484	TR	0	0
harisinga	26.7837	91.8593	AS	1	261276
harjhora	26.2599	89.9852	AS	0	0
harli bagan	25.9815	91.8092	ML	0	0
harmutigaon	27.1197	93.8325	AR	0	0
harwaphuta	26.4449	89.9157	AS	0	0
hasanpur	24.8457	92.5086	AS	0	0
hathidhunga	27.2157	88.2744	SK	0	0
hatibandha gaon	26.8338	92.2124	AS	0	0
hatikhuli	26.6000	93.3500	AS	0	0
hatipara	26.3191	92.6847	AS	0	0
hatsingimari	25.7099	89.9008	AS	0	0
hatu yua	27.4331	93.7582	AR	0	0
haulawng	23.0595	92.7735	MZ	0	0
haulighat	26.2715	91.3507	AS	0	0
hauriajhora	26.2512	89.9694	AS	0	0
hawai	27.8868	96.8017	AR	0	982
hawai hq	27.8436	96.9334	AR	1	5009
hayuliang	28.0730	96.5430	AR	0	1834
hayuliang adc	28.1787	96.3806	AR	1	5772
hebeng	27.8688	93.9876	AR	0	0
heingang	24.8568	93.9468	MN	0	6115
heirok	24.5856	94.0667	MN	0	2974
hekra	26.5146	91.5078	AS	0	0
helaigaon	26.3025	93.6615	AS	0	0
helam	27.9059	93.3556	AR	0	0
helapakari	26.4327	90.9677	AS	0	0
helem	26.8321	93.5255	AS	1	144037
helesa	26.3350	91.6214	AS	0	0
hengken	24.2850	93.8693	MN	0	0
henglep	24.4078	93.4849	MN	1	19405
hengtam	24.0849	93.6045	MN	0	0
henima	25.3600	93.6162	NL	0	0
hespech	26.4103	89.9350	AS	0	0
hhmen	24.2296	92.8104	MZ	0	0
higaon	27.2431	88.1832	SK	0	0
hill town	24.3402	93.6914	MN	0	2293
himaigaon	26.0950	93.1925	AS	0	0
hirapur	23.5167	91.5333	TR	0	0
hmawngzawl	23.7186	93.1849	MZ	0	0
hmuifang	23.4496	92.7586	MZ	0	0
hmundo	23.1258	92.4073	MZ	0	0
hmunpui	23.8623	92.5797	MZ	0	0
hmunsam	24.0818	92.7936	MZ	0	0
hmuntha	23.4933	92.9423	MZ	0	0
hnahlan	23.6968	93.3814	MZ	0	0
hnahthial	22.9764	92.9655	MZ	1	28488
hodakona	25.9472	90.5602	AS	0	0
hojai	26.0153	92.8652	AS	1	225675
holongchari	23.0390	92.4863	MZ	0	0
howang	25.9442	93.4008	AS	0	0
howli	26.4224	90.9800	AS	0	18301
howraghat	26.1091	93.0333	AS	0	5443
hriphaw	24.1962	92.4194	TR	0	0
hruizam	23.0143	92.5479	MZ	0	0
hualngohmun	23.6567	92.7278	MZ	0	0
hualtu	23.5279	92.9156	MZ	0	0
hudukhata	26.6104	91.1031	AS	0	0
hudupara gaon	27.2943	95.2867	AS	0	0
hukpang	26.4689	94.8037	NL	0	0
huliagaon	27.5792	94.5181	AS	0	0
humine	24.7167	94.5667	MN	0	0
humpum	25.0688	94.3525	MN	0	0
hunli	28.3224	95.9636	AR	0	0
hunli sdo	28.3551	95.9229	AR	1	1383
hunta	26.9436	95.1977	NL	1	7089
huramara	26.4325	90.6892	AS	0	0
ibniyi	28.6499	95.7071	AR	0	0
idilin	28.6687	96.0053	AR	0	0
ilupu	28.7768	95.8682	AR	0	0
imphal	24.8081	93.9442	MN	0	277196
imphal east	24.8165	93.9421	MN	1	0
imphal west	24.7905	93.8679	MN	1	0
indrapur	26.4709	89.8995	AS	0	0
inglinggaon	26.1915	93.3420	AS	0	0
ipilin	28.4000	95.6909	AR	0	0
irongmara	24.6890	92.7422	AS	0	7685
ishok	24.6818	93.8388	MN	0	0
island	24.7780	94.0230	MN	1	20698
itakhola	26.7887	92.9650	AS	0	0
itanagar	27.0869	93.6099	AR	0	59490
itanagar eac	27.0918	93.6149	AR	1	64476
jacobpur	26.3996	89.8978	AS	0	0
jagdala	26.6530	91.2398	AS	0	0
jagiroad	26.1202	92.1977	AS	0	17739
jaihing	27.3047	94.0313	AS	0	0
jaipur	27.2619	95.3959	AS	0	0
jairampur adc	27.3430	96.0616	AR	1	9804
jakhalabandha	26.5856	92.9700	AS	0	0
jakhama	25.6044	94.1145	NL	1	34056
jakhama hq	25.5759	94.0925	NL	0	0
jakrem	25.3926	91.5030	ML	0	0
jakthang	27.7833	88.4667	SK	0	0
jakuradhar	24.6109	93.0924	AS	0	0
jalah	26.2379	91.7198	AS	0	6468
jalah pt	26.7051	91.2071	AS	1	81979
jalalpur	25.0167	92.4667	ML	0	0
jalkhana	26.4463	91.2674	AS	0	0
jalukie	25.6261	93.7288	NL	1	28391
jalwagiri	25.7171	90.7209	AS	0	0
jambura	24.0631	91.6209	TR	0	0
jamduar	26.7167	89.8833	AS	0	0
jamguri	26.3874	93.9601	AS	0	0
jamindargaon	25.7684	93.3571	AS	0	0
jamiri	27.2000	92.5833	AR	0	0
jamiri circle	27.1943	92.5839	AR	1	1844
jampai	23.7045	91.4597	TR	0	0
jampuijala	23.6863	91.4379	TR	1	57538
jamuguri	26.7217	92.9311	AS	0	0
jamunamukh	26.1015	92.7426	AS	0	7377
jang adc	27.5474	92.0542	AR	1	5480
jangar choburi	26.6818	92.6840	AS	0	0
japidhora gaon	27.0819	95.0001	AS	0	0
jaraguri	26.4961	89.8821	AS	0	0
jarain	25.3184	92.1342	ML	0	0
jatah	25.4090	92.0545	ML	0	0
jaubari	27.2086	88.3935	SK	0	0
jayrampur	27.3513	96.0163	AS	0	0
jeikhan	24.4903	93.1110	AS	0	0
jelkarjhar	26.4584	90.5249	AS	0	0
jenggaon	26.4492	93.2124	AS	0	0
jengging circle	28.6671	94.8700	AR	1	3293
jengpata	26.3484	93.6739	AS	0	0
jessami	25.5261	94.4976	MN	1	12575
jetukiagaon	26.7412	94.3503	AS	0	0
jhalam	27.1293	94.8611	AS	0	0
jhanzi	26.8667	94.5000	AS	0	0
jhargaon	26.6794	92.0200	AS	0	0
jhulangi	27.1836	88.4862	SK	0	0
jining	28.2163	94.8539	AR	0	20684
jinkata	26.2487	89.7600	AS	0	0
jiram	28.0284	94.1633	AR	0	0
jirang	25.9252	91.5783	ML	1	30919
jirania	23.8411	91.4417	TR	1	200043
jiribam	24.7090	93.1173	MN	1	43838
jirigam	27.9593	96.2315	AR	0	0
jirighat	24.8072	93.1099	AS	0	0
jirsong asong	25.8598	93.4380	AS	0	0
jitlang	27.1861	88.5301	SK	0	0
jogibheta	26.7583	94.2814	AS	0	0
jogighopa	26.2265	90.5725	AS	0	2415
joipi	25.2797	93.4374	MN	0	0
joipur	26.3601	89.8875	AS	0	0
jomlo mobuk	28.1967	94.7985	AR	0	0
jomlo mobuk circle	28.2424	94.8374	AR	1	3996
jonai	27.7490	95.1599	AS	1	169898
jonai bazar	27.8290	95.2194	AS	0	4459
jongbandha	26.3664	89.8238	AS	0	0
jongohetpara	25.4501	90.0057	ML	0	0
jorethang	27.1467	88.3048	SK	1	29020
jorhat	26.8000	94.2600	AS	1	1092256
jorhat east	26.7814	94.2697	AS	1	195398
jorhat west	26.7384	94.1193	AS	1	211539
jorthang	27.1291	88.2868	SK	0	0
joshithang	27.1939	88.2653	SK	0	0
jotsema	25.6760	94.0607	NL	0	0
jowai	25.4360	92.1913	ML	0	28430
joypur town	27.2676	95.3920	AS	0	0
jugalati	26.6702	93.6649	AS	0	0
jungterang	25.9756	93.3536	AS	0	0
kablongpu	27.9767	96.4017	AR	0	0
kabula	27.2770	95.6918	AS	0	0
kachari gaon	26.2172	92.1671	AS	0	0
kacharigaon	26.3651	89.8506	AS	0	0
kachujan gaon	27.4978	95.3639	AS	0	3246
kadalkazhikaraparattu	8.3353	77.1480	ML	0	0
kadam	27.3787	94.1637	AS	1	107330
kadamguri	26.4559	89.9974	AS	0	0
kadamtola	26.4083	90.6491	AS	0	0
kadum	27.7913	96.1797	AR	0	0
kahao	28.3061	97.0228	AR	0	0
kaharpara	26.0438	91.5756	AS	0	0
kahi kuchi	26.1012	91.5990	AS	0	9917
kahikuchi	26.3589	91.1329	AS	0	0
kahilipara	26.1447	91.7684	AS	0	0
kahitama	26.6186	90.8949	AS	0	0
kailashahar	24.3035	92.0082	TR	1	130843
kaimari	26.2954	89.8278	AS	0	0
kaimati	26.3186	89.7843	AS	0	0
kainthle	27.1880	88.4785	SK	0	0
kaiphundai	24.7885	93.2186	MN	0	0
kairapur	26.3593	89.8708	AS	0	0
kaisi	22.2573	92.9532	MZ	0	0
kajaichari	22.7914	92.5011	MZ	0	0
kakaman	26.2901	92.5720	AS	0	0
kakaya	26.3644	91.3433	AS	0	5550
kakching	24.4886	93.9292	MN	1	94228
kakching khunou	24.4047	93.8998	MN	0	11379
kakoi	27.3600	94.0510	AR	0	0
kakoi circle	27.4424	94.0519	AR	1	1627
kakotibari	27.0899	95.0234	AS	0	0
kakraban	23.4856	91.3989	TR	0	0
kalachanpara	26.3194	89.8278	AS	0	0
kaladan	22.4449	92.9346	MZ	0	0
kalaigaon	26.6061	91.9722	AS	1	91423
kalain	24.9688	92.5691	AS	0	0
kalaktang	27.1006	92.1039	AR	0	0
kalaktang adc	27.1295	92.1239	AR	1	6622
kalakuchi gaon	26.7711	92.6276	AS	0	0
kalapahar	25.1300	93.9562	MN	0	0
kalgachia	26.3221	90.8424	AS	1	195983
kaliabor	26.5489	92.9866	AS	1	197470
kaliani	26.4711	93.7692	AS	0	0
kalitagaon	26.8990	93.7260	AS	0	0
kalitakuchi	26.1537	91.8465	AS	0	0
kalom	27.9833	94.5000	AR	0	0
kaluk	27.2313	88.2538	SK	0	0
kalyanpur	23.9225	91.6031	TR	0	0
kamahu	26.5618	94.7798	NL	0	0
kamakhya	26.1673	91.7249	AS	0	0
kamal krishnabari	23.3439	91.7864	TR	0	0
kamalabari	27.8833	94.1167	AR	0	0
kamalpur	26.3375	91.7189	AS	1	169235
kamandanga	26.3665	89.8418	AS	0	0
kamar pota	26.0767	90.9221	AS	0	0
kamarkuchi	26.3491	91.4800	AS	0	0
kamarpara	26.4299	89.9656	AS	0	0
kamba adc	28.2915	94.6342	AR	1	6014
kambang	28.2358	94.6634	AR	0	0
kamengbari doimara circle	26.9858	92.4127	AR	1	316
kamengbari-doimara	26.9796	92.4130	AR	0	0
kamere	27.1363	88.4682	SK	0	0
kamigaon	27.1634	88.2788	SK	0	0
kamjong	24.7613	94.5421	MN	1	10400
kamku	27.5000	96.5000	AR	0	0
kamle	27.7297	94.0909	AR	1	0
kamling	27.1930	88.3155	SK	0	0
kampang	24.4407	94.2393	MN	0	0
kampha	25.0868	94.2331	MN	0	0
kamphu	27.7188	96.4875	AR	0	0
kamporijo	27.8204	93.9325	AR	0	0
kamporijo circle	27.7819	93.9655	AR	1	6951
kampur	26.0998	92.6582	AS	1	223843
kampur town	26.1595	92.6586	AS	0	10371
kamrang	27.1876	88.3489	SK	0	0
kamrup	26.2232	91.6534	AS	1	1517542
kamrup metropolitan	26.0538	92.0076	AS	1	1260419
kamtuli	22.0983	92.6060	MZ	0	598
kanakpur i	24.7950	92.8061	AS	0	6219
kanakpur part-ii	24.8003	92.8036	AS	0	9519
kanam	27.1500	88.4938	SK	0	0
kanchanpur	23.9143	92.2304	TR	1	114348
kanching	26.6460	94.7223	NL	0	0
kandhbari	26.3004	91.4001	AS	0	0
kandihang	25.0298	93.3200	MN	0	0
kang-gum	24.5951	94.4132	MN	0	0
kangchup geljang	24.8625	93.7671	MN	1	22886
kangchup khul	24.8696	93.7707	MN	0	0
kanghmun	23.5537	92.5754	MZ	0	0
kangjonggaon	26.2385	93.2798	AS	0	0
kangkar	27.5333	91.9000	AR	0	0
kangku	27.5730	94.4775	AR	0	0
kangku circle	27.6554	94.4463	AR	1	2500
kanglatongbi	24.9769	93.8879	MN	0	0
kangpat	24.6764	94.4923	MN	0	0
kangpokpi	25.2229	93.9142	MN	1	8382
kangreng	24.4528	93.1082	MN	0	0
kangvai	24.4983	93.6588	MN	1	23313
kanhmun	24.2379	92.2962	AS	0	0
kanisail pt i	24.8551	92.3700	AS	0	7358
kanjang	25.4780	93.9155	MN	0	0
kantang	27.0367	95.6359	AR	0	0
kantang circle	27.1109	95.8028	AR	1	3489
kanubari	27.0149	95.1963	NL	0	0
kanubari adc	26.9677	95.2581	AR	1	7145
kaolakhat	26.6152	93.5833	AS	0	0
kaplabori smy	26.2751	91.2985	AS	0	0
kapteng	27.5344	91.6903	AR	0	0
karaballe grant	25.0045	92.4369	AS	0	0
karaikandi	24.8654	92.8675	AS	0	0
karangania	27.2931	92.6824	AR	0	0
karbi anglong	26.0000	93.5000	AS	1	956313
karbook	23.3010	91.7460	TR	1	61615
karek	27.1909	88.4722	SK	0	0
karemura	26.5771	91.3144	AS	0	0
karimganj	24.6000	92.4000	AS	1	1228686
karko	28.5681	95.0548	AR	0	0
karlingpur	26.3674	89.8915	AS	0	0
karong	25.3034	94.0440	MN	0	0
karthok	27.2473	88.2595	SK	0	0
karthuk	27.1534	88.1713	SK	0	0
kartok	27.2343	88.5902	SK	0	0
karukol	25.2863	90.6885	ML	0	0
kashikhagra	25.9805	90.5581	AS	0	0
kasikatra	26.5367	90.4149	AS	0	0
kasom khullen	24.6488	94.2836	MN	1	12360
kasomarigaon	26.2601	94.0194	AS	0	0
kasur	27.1586	88.5140	SK	0	0
katan	28.3099	95.1632	AR	0	0
katan circle	28.2654	95.2141	AR	1	2944
katang	25.1891	93.5630	MN	0	0
katang circle	27.0173	95.6001	AR	1	4105
kateng	27.1458	88.4720	SK	0	0
kathalia	23.3481	91.3204	TR	0	0
kathiatali	26.1828	92.7357	AS	0	0
katigora	24.9896	92.5410	AS	1	291875
katirampara	26.4965	89.9265	AS	0	0
katkali ghat	24.5835	92.2963	AS	0	0
katlichara	24.3251	92.5489	AS	1	168077
kaupati	26.5805	92.2428	AS	0	0
kawadi	26.5103	90.7687	AS	0	0
kawihruilian	24.2597	92.8093	MZ	0	0
kawlkulh	23.6161	93.0830	MZ	0	0
kawnpur	24.0476	92.6756	MZ	0	7732
kaying	28.4116	94.6805	AR	0	0
kaying eac	28.3752	94.7192	AR	1	5094
kaziranga	26.5892	93.4085	AS	0	0
kebai khelma	25.4281	93.4851	NL	1	2595
kebang	28.1598	95.0373	AR	0	0
kebang circle	28.1240	95.0755	AR	1	1629
keirao bitra	24.7564	93.9659	MN	1	82024
keitum	23.2324	92.9108	MZ	0	0
keitumkawn	23.2347	92.9105	MZ	0	0
kekrima	25.5811	94.2203	MN	0	0
kekuri bebejia	27.1176	94.3093	AS	0	0
kelangkania	27.0761	93.1321	AR	0	0
kelkang	23.3882	93.3090	MZ	0	0
kelsih	23.6339	92.7206	MZ	0	0
kendanapara	26.4951	89.9899	AS	0	0
kenze mane	27.8000	91.7500	AR	0	0
keotkuchi	26.3072	91.0529	AS	0	0
kerabari	27.0915	88.4301	SK	0	0
kerang	28.0295	88.7669	SK	0	0
kerekoni	27.1901	94.7832	AS	0	0
kerhlam	25.0161	93.1822	AS	0	0
kerimgaon	27.9289	95.6498	AS	0	0
keromichomi	26.0906	94.4661	NL	0	0
keseruguri	27.6389	95.4594	AS	0	0
keseruguri gaon	27.6422	95.4618	AS	0	0
kezocha	25.6777	94.1942	NL	1	16467
khaddum	25.1526	92.4454	ML	0	0
khagam	27.5104	96.1847	AR	0	0
khainduli	25.7279	92.4435	ML	0	0
khaira bari	26.5108	90.9689	AS	0	10210
khaitong	28.0251	96.7757	AR	0	0
khalyabari	24.1628	92.2660	TR	0	0
khamar	26.2193	90.1360	AS	0	0
khamari	25.9408	90.6690	ML	0	0
khamson	25.1959	94.1466	MN	0	0
khanapara	26.1000	91.8167	AS	0	0
