# name	lat	lon	state	admin	pop  — GeoNames (CC-BY 4.0), NE India + Sikkim
khandakarpara	26.4019	90.9604	AS	0	0
khangabok	24.6162	94.0077	MN	0	0
khangrapara	25.9934	90.4476	AS	0	0
khanigaon	27.1859	88.3718	SK	0	0
khara bagaribari	25.9474	90.8318	AS	0	0
khara dhara	26.5803	91.2783	AS	0	0
kharadhara	26.3634	91.1197	AS	0	0
kharasom	25.4666	94.4701	MN	0	0
kharem	27.8164	96.1300	AR	0	0
kharia	26.4113	91.2097	AS	0	0
kharija dolaigain pt-i	26.5038	90.5660	AS	0	0
kharija dolaigaon	26.4979	90.5754	AS	0	0
kharijapikon	26.0328	90.6671	AS	0	5550
kharikatia	26.6170	94.2551	AS	0	0
kharikhanapatti	25.8878	92.8987	AS	0	0
kharkutta	25.8370	90.9199	ML	1	51477
kharmauza	26.1485	90.4869	AS	0	0
kharsang	27.4156	95.9989	AR	0	0
kharsang circle	27.4317	96.0285	AR	1	14516
kharsitha	26.4525	91.3843	AS	0	0
kharua	26.5550	91.3483	AS	0	0
kharupatia	26.5184	92.1472	AS	0	18599
khasua	26.3207	89.8725	AS	0	0
khatarshnong laitkroh	25.3727	91.7657	ML	1	33570
khatoalgaon	26.6613	94.1520	AS	0	0
khatua gaon	27.2951	95.2658	AS	0	0
khawbung	23.2045	93.2672	MZ	1	22137
khawdungsei	23.9762	93.2137	MZ	0	0
khawhai	23.3781	93.1280	MZ	0	2537
khawlek	24.0706	93.0255	MZ	0	0
khawlian	24.0048	93.1291	MZ	0	0
khawruhlian	23.8690	92.8769	MZ	0	0
khawthlir	23.6333	93.0000	MZ	0	0
khawzawl	23.4908	93.1415	MZ	1	35655
khebuching	24.9296	93.5195	MN	0	0
khelma	25.5287	93.3131	AS	0	0
khenawa	27.5947	93.0333	AR	0	0
khenawa circle	27.7639	92.7054	AR	1	4742
khengjoy	24.0123	94.0890	MN	1	19710
khengoi	24.0341	94.1014	MN	0	0
khensa	26.3457	94.4892	NL	0	0
kherapara	25.3403	90.1904	ML	0	0
kherbari	25.8024	93.6117	NL	0	0
kheroni	25.8533	92.8826	AS	0	0
kheroni maj basti	25.8153	92.9418	AS	0	0
khezhakeno	25.5145	94.2100	NL	1	3810
khimiyang	26.9984	95.7207	AR	0	0
khimiyang eac	26.9667	95.7181	AR	1	3012
khliehriat	25.2411	92.3184	ML	1	85832
khoinoi	24.2204	93.7781	MN	0	0
khoirabari	26.5964	91.8173	AS	1	81209
khoiraghutu	26.4225	89.8770	AS	0	0
kholagari	27.1949	88.4349	SK	0	0
khongra	26.2699	91.1857	AS	0	0
khongsa	25.8040	94.9610	NL	1	4731
khonoma	25.6542	94.0218	NL	0	0
khonsa	27.0167	95.5667	AR	0	10187
khonsa hq	26.9650	95.5028	AR	1	13421
khopaiyapara	24.0081	92.0234	TR	0	0
khoupum	24.6943	93.5209	MN	1	12220
khowai	24.0784	91.6719	TR	1	166365
khowang	27.2754	94.8757	AS	0	0
khuangleng	23.3068	93.2892	MZ	0	0
khubung khulen	24.1708	94.0067	MN	0	0
khudra purahuria	24.8505	92.2852	AS	0	0
khuiarpom	27.1941	94.0053	AS	0	0
khullakpam	24.6199	94.0073	MN	0	0
khumtai	26.6755	93.8563	AS	1	85835
khunpham	24.6824	93.8565	MN	0	0
khunthak	24.1977	94.1081	MN	0	0
khursamari	26.3434	90.4491	AS	0	0
khutabari	26.0667	91.0833	AS	0	0
khuthigaon	27.1408	88.1319	SK	0	0
khuza	25.7911	94.4835	NL	1	2843
khuzami	25.7675	94.4743	NL	0	0
kibithoo circle	28.2509	97.0909	AR	1	1455
kibithu	28.2808	97.0146	AR	0	0
kidappurinattam	9.7839	78.4707	MZ	0	0
kidzematuma	25.7684	94.2429	NL	0	0
kikruma	25.6159	94.2758	NL	1	3249
kilami	25.8639	94.4158	NL	0	0
kilasevvalpatti	10.1561	78.7267	MZ	0	0
killarbogh	24.2965	92.5314	AS	0	0
kimin	27.3021	93.9712	AS	0	0
kimin sdo	27.3627	93.9063	AR	1	6756
kiphire	25.8449	94.8251	NL	1	0
kiphire sadar	25.9083	94.7874	NL	1	22712
kismat kuriha	26.3259	91.5039	AS	0	0
kitagha	25.9804	94.2375	NL	0	0
kitam	27.1210	88.3510	SK	0	0
kitpi	27.5891	91.8728	AR	0	0
kitpi circle	27.5840	91.8698	AR	1	2935
kiusam	25.9047	94.9179	NL	1	2698
kivikhu	25.8440	94.5067	NL	0	0
kiyamgei	24.7447	93.9382	MN	0	5336
kiyekhu	25.9341	94.5096	NL	0	0
kobak	25.3000	92.8000	ML	0	0
kobirali	26.6500	92.0167	AS	0	0
kochpara	26.0890	91.5318	AS	0	7540
kochugaon	26.5518	90.0762	AS	0	0
kodak	28.3000	94.0833	AR	0	0
kohima	25.7500	94.1667	NL	1	267988
kohima sadar	25.6790	94.0960	NL	1	116870
koiri	25.2430	94.4515	MN	0	0
kokilamukh	26.8275	94.0862	AS	0	0
kokrajhar	26.6000	90.2000	AS	1	887142
kolasib	24.2239	92.6787	MZ	0	25000
kolasib district	24.2221	92.6770	MZ	1	83955
kolbung	27.1607	88.4806	SK	0	0
kolhen	24.4427	93.5044	MN	0	0
koliagaon	27.0359	94.2361	AS	0	0
koloriang	27.9100	93.3550	AR	0	2345
koloriang hq	27.8931	93.3536	AR	1	7427
kombo circle	28.0710	94.8444	AR	1	4260
kombong	28.1228	94.8375	AR	0	0
komer	27.2038	88.5637	SK	0	0
komra	27.8521	93.8405	AR	0	0
komsing	28.2617	95.0160	AR	0	0
kongan	26.7484	94.8328	NL	0	0
kongtal	23.9667	92.8167	MZ	0	0
kongtsung toluba	26.7093	94.7111	NL	0	0
kopche	27.1543	88.3623	SK	0	0
kopre	27.1800	88.4762	SK	0	0
kora circle	27.9420	95.0167	AR	1	1047
kora korang	27.9321	95.0552	AR	0	0
korbo	29.1170	95.0181	AR	0	0
koronu	28.0585	95.9279	AR	0	0
koronu circle	28.0843	95.9763	AR	1	5614
koyu eac	27.9644	94.9465	AR	1	1842
kra daadi	27.6949	93.6337	AR	1	0
kriet	25.5705	91.8023	ML	0	0
krishnai	26.0277	90.6865	AS	0	0
krishnanagar	24.5034	92.4416	AS	0	0
kronli arzoo circle	28.4293	95.7611	AR	1	1031
kseh kynthang	25.8362	92.2767	AS	0	0
ksehkma bazar	25.8897	92.1235	ML	0	0
kuamahal	26.3669	89.9099	AS	0	0
kubnegaon	27.0972	88.4437	SK	0	0
kubolong	26.4276	94.5150	NL	1	12679
kudeh	26.2573	94.7676	NL	0	0
kuhoboto	25.8349	93.8457	NL	1	12519
kuhuboto	25.7984	93.8519	NL	0	0
kuimbum	27.9583	96.7053	AR	0	0
kukar par	26.3038	91.2138	AS	0	0
kukichara	24.3865	92.5633	AS	0	0
kulailangsngun	25.3907	91.3111	ML	0	0
kulhati	26.2457	91.5735	AS	0	0
kulikawn	23.7104	92.7268	MZ	0	0
kulingmen	26.5212	94.6135	NL	0	0
kumar kaibarta gaon	26.7509	94.2365	AS	0	8056
kumarganj	26.2719	89.8692	AS	0	0
kumargaon	26.4558	90.7414	AS	0	0
kumarghat	24.1449	92.0496	TR	1	145663
kumargram	26.6168	89.8291	AS	0	0
kumarikata	26.7306	91.5564	AS	0	0
kumbhir	24.9431	92.9591	AS	0	0
kumbi	24.4328	93.8129	MN	0	9546
kumgari	26.5403	90.1565	AS	0	0
kumguri	26.6824	91.1043	AS	0	0
kumki	27.2746	96.9082	AR	0	0
kumlate	27.1752	88.4891	SK	0	0
kumrikhata	26.7323	91.5552	AS	0	0
kunda	26.7000	90.8667	AS	0	0
kundarbilgaon	26.8413	92.0037	AS	0	0
kundil bazar	27.8333	95.6667	AS	0	0
kupup	27.3424	88.8438	SK	0	0
kursakati	26.2675	89.8786	AS	0	0
kursamari	26.5203	90.8127	AS	0	0
kurua	26.2380	91.8210	AS	0	0
kurung kumey	27.9998	93.3924	AR	1	0
kuthari	26.5694	93.2404	AS	0	0
kuvukhu	25.7921	94.6938	NL	0	0
kwakta	24.4482	93.7302	MN	0	8579
kyongsa	27.1711	88.6593	SK	0	0
kyrdem	25.6938	92.0758	ML	0	0
lachen	27.7304	88.5500	SK	0	0
lachung	27.6934	88.7443	SK	0	0
lada circle	27.5819	92.7221	AR	1	3189
lagairong	24.6953	93.5171	MN	0	0
lagam	27.4000	92.4000	AR	0	0
laharighat	26.4206	92.3688	AS	1	253582
laharijan natun bosti	25.9122	93.6913	AS	0	2508
laher	25.7073	92.6057	AS	0	0
lahorighat pam	26.4333	92.3500	AS	0	0
laimakuri	27.6941	95.0302	AS	0	0
laisawrai	23.2628	92.4750	MZ	0	0
laisong	25.2069	93.2940	AS	0	0
laitkynsew	25.2199	91.6638	ML	0	0
laitlang	22.0908	92.6543	MZ	0	182
laitlyngkot	25.4402	91.8362	ML	0	0
laitmawsiang	25.3966	91.6079	ML	0	0
laitonjam	24.6955	93.8768	MN	0	0
laitumkhrah	25.5707	91.8977	ML	0	27219
laju sdo	26.8927	95.5992	AR	1	9113
lakadong	25.1839	92.2703	ML	0	0
lakema	25.5674	93.7606	NL	0	5084
lakha pharma	27.7585	88.7635	SK	0	0
lakhan khuman	24.8274	94.5040	MN	0	0
lakhi nepali	27.8330	95.2239	AS	0	5348
lakhimpur	27.3500	94.2500	AS	1	1042137
lakhipur	24.6963	93.0208	AS	1	291872
lakhuni	26.5642	94.4393	AS	0	0
lakhuti	26.2912	94.2453	NL	0	0
lakwa	27.0136	94.8572	AS	0	0
lalaghat	24.5550	92.6358	AS	0	0
lalchara	24.0741	91.6021	TR	0	0
lalkek	25.4323	93.2772	AS	0	0
lallen	23.6187	92.4591	MZ	0	0
lalmati	26.3052	89.8857	AS	0	0
lalongmi	25.2941	93.5573	NL	0	0
lalpani	24.8104	93.0808	AS	0	0
lalpara	26.3859	89.9135	AS	0	0
lalsong	25.0167	92.9000	AS	0	0
lalunggaon	27.4606	94.5524	AS	0	0
lama disa	25.3462	92.9874	AS	0	0
lamabahadurpur p	24.7942	92.3401	AS	0	0
lamajuar	24.8395	92.4225	AS	0	0
lamaten	27.2359	88.7193	SK	0	0
lambodhar	25.7610	93.5928	NL	0	0
lamdanmai	24.7265	93.6577	MN	0	0
lamphelpat	24.8219	93.9023	MN	1	221422
lamsakhang	25.7962	93.0465	AS	0	0
lamsang	24.9193	93.8720	MN	1	84856
lamshang	24.8159	93.8742	MN	0	10593
lamzawl	23.8172	93.2195	MZ	0	0
langdiangngan	25.2809	90.9919	ML	0	0
langga	25.0325	93.7712	MN	0	0
langjon	28.0494	96.4407	AR	0	0
langkhong	24.8701	93.5550	MN	0	0
langklam	25.4541	92.7379	AS	0	0
langlut	25.4684	92.8149	AS	0	0
langra basti	26.2509	93.9635	AS	0	0
langting	25.4976	93.1138	AS	0	0
langyen	25.5408	92.9715	AS	0	0
lanka	25.8819	93.0332	AS	1	401035
lankapatti	25.9218	92.9417	AS	0	0
laogang bazar	23.2754	91.5381	TR	0	0
laokhoa	26.5333	92.8000	AS	0	0
laow dalani	26.7976	93.1993	AS	0	0
laphurak	25.0285	94.1033	MN	0	0
lapung	27.5500	92.9000	AR	0	0
larmare	25.9408	91.6297	AS	0	0
laruri	25.6855	94.8426	NL	0	0
lasanbari	26.2677	92.3834	AS	0	0
laskein	25.5422	92.4573	ML	1	90402
latabari	26.3054	89.8573	AS	0	800
lathao circle	27.7454	95.8659	AR	1	8390
lathau	27.7445	95.9098	AR	0	0
latum chuk	27.0589	94.4620	AS	0	0
lawmei	25.5586	91.8056	ML	0	0
lawnamosu	22.1062	92.8513	MZ	0	0
lawngtlai	22.5300	92.9000	MZ	1	117894
lawnu	27.0773	95.3384	AR	0	0
lawnu circle	27.0395	95.3155	AR	1	4953
lazami	25.8569	94.2493	NL	0	0
lebachhara	23.3957	91.7338	TR	0	5273
lecham batamari	27.2983	94.4529	AS	0	0
leike	25.2914	93.4313	AS	0	0
leimapokam	24.6662	93.8617	MN	0	0
leishan	25.1335	94.1936	MN	0	0
leite	22.9066	92.9105	MZ	0	0
lekang mahadevpur circle	27.6315	95.8409	AR	1	28219
lemmi	27.1467	93.2464	AR	0	0
lengpui	23.8318	92.6262	MZ	0	3282
lengrabhita	26.0326	90.1255	AS	0	0
lengteng	26.4667	93.0667	AS	0	0
lepa rada	27.9264	94.7329	AR	1	0
lepanglat	27.9407	96.7034	AR	0	0
lephori	25.6145	94.6230	NL	0	0
leporiang	27.2160	93.3826	AR	0	0
leporiang circle	27.2675	93.3413	AR	1	4139
letekujan	26.5829	93.8050	AS	0	0
lhatsa goempa	28.6833	94.3500	AR	0	0
lhou circle	27.5980	91.9326	AR	1	4029
lhungtin	25.0927	94.0661	MN	1	16680
lido tikok	27.2880	95.7358	AS	0	5091
lido town	27.2940	95.7417	AS	0	11717
likabali	27.6606	94.6926	AS	0	0
likabali sdo	27.7310	94.7359	AR	1	6076
likhapani	27.3238	95.8170	AR	0	0
lilong	24.6325	93.9463	MN	1	87377
limeking	28.3370	93.5960	AR	0	0
limeking circle	28.4400	93.5847	AR	1	1683
lingang	27.1824	88.4323	SK	0	0
lingsey	27.1623	88.6744	SK	0	0
lingtam	27.2546	88.7126	SK	0	0
lingthing	27.1327	88.4741	SK	0	0
lingtse	27.2321	88.5212	SK	0	0
liromoba	28.0722	94.4956	AR	0	0
liromoba eac	28.1395	94.4705	AR	1	4235
litim	26.3659	94.7001	NL	0	0
litsammi	26.1882	94.6379	NL	0	0
lizatomi	26.0875	94.6649	NL	0	0
lobang	25.4406	92.6676	ML	0	0
lohajani	26.2589	89.8246	AS	0	0
loharghat	25.9774	91.4742	AS	0	0
loharkhatha	26.2971	91.4411	AS	0	0
lohit district	27.9858	96.1755	AR	1	145726
londa	27.5134	93.0298	AR	0	0
long-e-tilun	25.9667	92.3667	AS	0	0
longbi hirei	25.2084	94.4607	MN	0	0
longchem	26.6143	94.4745	NL	1	8617
longching	26.5178	94.9350	NL	0	0
longding	26.8042	95.3229	AR	1	0
longding hq	26.8972	95.3293	AR	1	16897
longju	28.6333	93.5500	AR	0	0
longkamgaon	26.1870	93.3748	AS	0	0
longkhim	26.2552	94.6970	NL	1	17306
longku	25.6728	92.7852	AS	0	0
longleng	26.4896	94.7865	NL	1	23184
longmai	24.7014	93.6371	MN	1	11028
longmatra	25.7918	94.7744	NL	1	4723
longo	26.9769	95.4210	AR	0	0
longo circle	26.9768	95.4280	AR	1	3561
longpai	25.8039	92.4916	AS	0	0
longpi	24.6188	93.3374	MN	0	0
longsa	26.2209	94.5499	NL	0	0
longshen	26.6721	95.1068	NL	1	20311
longtharai valley	23.8891	92.0463	TR	1	117773
longting	26.8954	95.1631	NL	0	0
lonpuria	26.9425	94.7873	AS	0	0
lotamari	26.3960	89.9108	AS	0	0
lotsu	26.0848	94.0891	NL	1	6338
lourembam	24.6872	93.8709	MN	0	0
lower dibang valley	28.3726	95.8804	AR	1	0
lower siang	27.7283	94.5829	AR	1	0
lower subansiri	27.5648	93.7943	AR	1	83030
lozaphohemi	25.6330	94.4931	NL	0	0
lukami	25.9833	94.6667	NL	0	0
lukhambi	24.8929	93.6115	MN	0	0
lumding railway colony	25.7490	93.1700	AS	0	31347
lumla	27.5308	91.7237	AR	0	0
lumla adc	27.5372	91.7410	AR	1	6420
lumpo	27.7167	91.7000	AR	0	0
lumshken	25.3208	92.2552	ML	0	0
lung chhuan	24.0242	92.7731	MZ	0	0
lungchauk	27.1310	88.3862	SK	0	0
lungchem	23.1366	92.6137	MZ	0	0
lungdar	23.6382	92.5942	MZ	0	0
lungding	25.5793	93.1880	AS	0	0
lunghan	25.1739	94.4404	MN	0	0
lungithang	26.0302	94.3377	NL	0	0
lungkam	26.2709	94.4527	NL	0	0
lunglei	22.9000	92.7500	MZ	1	161428
lungpho	23.3804	93.0014	MZ	0	0
lungphunlian	23.7576	93.3051	MZ	0	0
lungsachung	26.0550	94.2596	NL	0	0
lungsen	22.8269	92.5561	MZ	1	39020
lungthu	27.2715	88.7991	SK	0	0
lungthung	23.2163	91.5719	TR	0	0
lungtian	22.7176	92.9721	MZ	0	0
lusing	27.2183	88.6030	SK	0	0
luwangsangbam	24.8696	93.9222	MN	0	3458
lyngiong	25.4236	91.6990	ML	0	0
lyngkhai	25.4964	91.6101	ML	0	0
lyngok	27.2072	95.8653	AR	0	0
lyngok longtoi circle	27.2418	95.8547	AR	1	757
mabong	27.1861	88.2984	SK	0	0
machandoba	26.3889	89.9193	AS	0	0
machi	24.5428	94.2209	MN	1	19865
machkhoa	27.3333	94.5500	AS	0	0
machong	27.2341	88.6733	SK	0	0
machum	27.3109	96.1404	AR	0	0
madanpur	24.5628	92.4246	AS	0	0
madhatari	26.5864	92.9601	AS	0	0
madhuban	23.7815	91.2858	TR	0	16579
madhupur	26.4497	91.3771	AS	0	0
madhyam dakumgaon	26.6400	90.4102	AS	0	0
mahakal	24.8374	92.4926	AS	0	0
mahendraganj	25.3008	89.8494	ML	0	0
mahmora	27.1183	94.9806	AS	1	133559
maholiapara	26.6468	91.8148	AS	0	0
mahur	25.1831	93.1134	AS	0	7176
maibi khunou	24.4939	94.1303	MN	0	0
maibong	25.3012	93.1381	AS	0	8364
mainoraipara	24.0228	92.0966	TR	0	0
mairabari town	26.4536	92.4227	AS	0	7177
mairang	25.6594	91.6050	ML	1	82437
mairuhabari	23.3383	91.6011	TR	0	0
maiunli	28.2923	96.1518	AR	0	0
maizgram	24.8513	92.3148	AS	0	0
majar chuk	26.7289	92.9210	AS	0	0
majarkuri	26.2727	91.4958	AS	0	4727
majbat	26.7856	92.2847	AS	0	0
majer dabri	26.4142	89.8720	AS	0	0
majgaon	26.6525	92.7910	AS	0	8154
majhitar	27.1849	88.5048	SK	0	0
majirgaon	26.1349	91.5681	AS	0	4774
majuli	26.9709	94.2785	AS	1	161286
makariagaon	26.1062	92.3336	AS	0	0
makeng	25.1056	94.0322	MN	0	0
maklibari	24.0723	91.3951	TR	0	0
makum	27.4865	95.4365	AS	0	16923
malaguri	26.4734	89.9580	AS	0	0
malanduba	26.2527	89.8778	AS	0	0
malandubi	26.7106	90.4759	AS	0	0
malangpa	25.2180	92.8278	AS	0	0
malbase	27.1561	88.2231	SK	0	0
mali pather gaon	27.2548	95.4018	AS	0	0
malibaripathar	26.0989	91.1425	AS	0	0
malidang	27.1423	88.2221	SK	0	0
malthek	27.1267	88.2360	SK	0	0
malu khat	26.7833	94.1167	AS	0	0
mamit	23.7849	92.4694	MZ	1	86364
mamje	27.2191	88.5875	SK	0	0
mamring	27.2288	88.6291	SK	0	0
manakasha	26.5299	90.8340	AS	0	0
manan	27.5482	96.0798	AR	0	0
manchal	28.0024	96.6324	AR	0	0
manchal circle	28.0270	96.6545	AR	1	3371
manda	25.7306	90.4627	ML	0	0
mandalpara	26.4893	89.9088	AS	0	0
mandarkati	26.3450	89.8994	AS	0	0
mandia gaon	26.2832	90.9845	AS	0	0
mandirapathar	26.0431	91.1017	AS	0	0
manedanda	27.2014	88.3786	SK	0	0
mangalbare	27.1923	88.2881	SK	0	0
mangalbarey	27.2178	88.2113	SK	1	19345
mangaldai	26.4421	92.0305	AS	0	25989
mangaldoi pt	26.4076	92.0555	AS	1	202435
mangan	27.6667	88.5000	SK	1	43709
mangbir	27.2008	88.2904	SK	0	0
mangble	27.1848	88.3620	SK	0	0
mangko	26.0583	94.7730	NL	1	2790
mangkolemba	26.4342	94.3847	NL	1	16951
mangorjang	27.1479	88.2021	SK	0	0
mangreng	27.1738	88.5206	SK	0	0
mangsang	25.6771	90.8733	ML	0	0
mangwa	27.1943	88.3466	SK	0	0
manikpur	26.3725	89.8885	AS	0	0
manipur road	25.8785	93.7731	NL	0	0
maniram	27.1645	88.4056	SK	0	0
manitiram	27.8067	94.5337	AR	0	0
manjhitar	27.1191	88.3277	SK	0	0
mankachar	25.6291	89.9322	AS	1	305606
manmao	27.2343	95.9139	AR	0	0
manmao eac	27.2494	95.9550	AR	1	2250
manoharpur	23.7215	91.2126	TR	0	14105
manpui	24.0477	92.2760	TR	0	0
manu bazar	23.0746	91.6566	TR	0	0
mao songsang	25.5134	94.1413	MN	0	0
maohing	25.1967	93.9042	MN	0	0
maram	25.4161	94.1120	MN	0	0
marangaon	26.8307	93.2962	AS	0	0
maranjan	27.0833	94.9167	AS	0	0
margang	26.0571	91.9966	AS	0	0
margherita	27.4394	95.7395	AS	1	370675
mariani	26.5963	94.3401	AS	1	131613
marigaon	26.2030	92.3439	AS	1	200441
marikovil	9.3671	78.9471	MZ	0	0
maripur	26.4276	91.2109	AS	0	0
mariyang	28.4864	95.2236	AR	0	0
mariyang adc	28.5607	95.2793	AR	1	6260
markhan	26.4161	89.9957	AS	0	0
marniu	27.9084	94.4225	AR	0	0
maro circle	28.0007	94.4397	AR	1	2080
maroa	26.3511	91.4509	AS	0	4004
marpara north	23.2699	92.4043	MZ	0	2129
martam	27.2451	88.2231	SK	0	0
masabdisa	25.6649	93.1685	AS	0	0
masughat	24.8697	92.7705	AS	0	0
masujhora	26.2735	89.8801	AS	0	0
matarbari	23.5068	91.4968	TR	0	6530
mathani	26.6199	93.5140	AS	0	0
mathurapur	26.9858	94.8772	AS	0	0
matia	26.0684	90.7502	AS	1	258223
matiajuri	26.4405	89.9348	AS	0	0
matie khana gaon	27.4254	95.2371	AS	0	0
matipara	26.4980	89.9522	AS	0	0
matticher	9.5462	77.8618	MZ	0	0
mauchar	24.3235	92.8981	AS	0	0
maudanga	26.1043	93.0011	AS	0	0
mausen	23.0183	92.7377	MZ	0	0
mawdem	25.8122	91.4807	ML	0	0
mawdoh	25.6750	91.4112	ML	0	0
mawhati	25.8095	92.0779	ML	0	0
mawiong	25.5704	91.7037	ML	0	0
mawkarah	25.7015	91.5726	ML	0	0
mawkdok	25.4184	91.7980	ML	0	0
mawkynrew	25.4016	92.0043	ML	1	44602
mawkyrwat	25.3814	91.3401	ML	1	58248
mawlai	25.6313	91.9135	ML	1	9009
mawlai-mawiong	25.6232	91.8817	ML	0	55012
mawlangwir	25.3641	91.4447	ML	0	0
mawlashin	24.9141	94.6941	MN	0	0
mawlat	25.3575	91.9708	ML	0	0
mawliba	25.5550	91.1863	ML	0	0
mawlyngkhung	25.6694	91.9049	ML	0	0
mawmarin	25.4106	91.0974	ML	0	0
mawpat	25.6037	91.9522	ML	1	109771
mawphaniaw	25.6864	91.6133	ML	0	0
mawphlang	25.4449	91.6229	ML	1	46203
mawrongor	25.4685	91.4274	ML	0	0
mawryngkneng	25.5728	92.0304	ML	1	67291
mawshaladiang	25.7835	92.1836	AS	0	0
mawshynrut	25.5773	90.9775	ML	1	74381
mawskei	25.8623	91.5509	ML	0	0
mawsmai	26.0954	91.8757	ML	0	0
mawsynram	25.2675	91.5577	ML	1	47404
mawthadraishan	25.5216	91.5150	ML	1	33441
mawthrap	25.5686	91.6107	ML	0	0
mayang	26.2582	92.0408	AS	0	0
mayang imphal	24.6100	93.8887	MN	0	24239
mayerchar	26.1661	90.1911	AS	0	0
mayong	26.1935	92.1641	AS	1	242718
mazbat	26.7745	92.2831	AS	1	133909
mazdia	26.3000	91.2297	AS	0	0
mebo adc	28.1897	95.4075	AR	1	7015
mechangbung	25.3321	93.5233	AS	0	0
mechpara	26.3320	89.9006	AS	0	0
mechuka	28.5975	94.1318	AR	0	0
mechuka adc	28.5984	94.1452	AR	1	5091
medum	27.1343	93.2673	AR	0	0
medziphema	25.7523	93.8697	NL	1	24435
meiring	24.7462	94.3379	MN	0	0
meiti	24.6997	94.4853	MN	0	0
mekha	28.1391	95.8393	AR	0	0
melaghar	23.4955	91.3298	TR	0	0
melli bazar	27.0912	88.4574	SK	0	0
mellidanda	27.1008	88.4367	SK	0	0
mellim	25.4964	90.0902	ML	0	0
melriat	23.6466	92.7246	MZ	0	0
meluri	25.6252	94.6486	NL	1	13890
mengio	27.5178	93.4971	AR	0	0
mengio eac	27.5248	93.4360	AR	1	4131
meomey sullong	27.4654	93.1988	AR	0	0
mepumna	28.1084	96.6045	AR	0	0
merangkong	26.6144	94.6694	NL	0	0
merangmen	26.5075	94.3928	NL	1	6044
merapani	26.3195	94.0927	AS	0	0
merbil grant	27.3068	95.2280	AS	0	0
meruattari	26.3036	91.3783	AS	0	0
mesangpi	26.2048	94.1911	NL	0	0
meshing	28.0237	94.5385	AR	0	0
metengliang	28.2187	96.5205	AR	0	0
metengliang circle	28.2183	96.4990	AR	1	1608
methraipara	23.7451	91.7938	TR	0	0
metikumi	25.5833	94.5833	MN	0	0
mi-chi-tun	28.6667	93.6167	AR	0	0
miao adc	27.5044	96.5484	AR	1	25921
midpu	27.2071	93.7570	AR	0	0
migging circle	28.7102	94.7415	AR	1	574
miging	28.8533	94.7711	AR	0	0
mijika	26.8139	93.1470	AS	0	0
mikhola	27.1399	88.3510	SK	0	0
mikirbheta	26.3306	92.4718	AS	1	137213
mikirgaon	26.2261	92.7566	AS	0	0
miklipara	25.0455	92.4271	ML	0	0
minutang	28.1984	96.5316	AR	0	0
minzong	27.8893	96.9078	AR	0	0
misamari	26.8061	92.5977	AS	0	0
mishilimi	25.8792	94.2515	NL	0	0
mission vengthlang	23.7131	92.7124	MZ	0	0
mogiyabari	23.5500	91.8500	TR	0	0
mohamai	26.2526	89.7750	AS	0	0
mohanbari	27.4628	95.0209	AS	0	0
mohanpur	23.9797	91.4430	TR	1	187036
mohmaiki	26.6357	93.6294	AS	0	5639
mohmaragaon	27.6239	95.1666	AS	0	0
moilang	26.0646	94.0680	AS	0	0
moirang	24.4266	93.7809	MN	1	112739
mokalaw	25.5270	92.4399	ML	0	0
mokokchung	26.3139	94.5168	NL	1	194622
molnom	24.1937	93.3855	MN	0	0
molong	24.9726	93.1479	AS	0	0
molungyimsen	26.6645	94.5994	NL	0	0
molvailup	24.7969	94.6187	MN	0	0
mombi	24.1063	93.9402	MN	0	0
mon sadar	26.7527	95.0215	NL	1	47977
monastere de rumteck	27.3319	88.6019	SK	0	0
mongon	24.2906	93.3686	MN	0	0
mongsenyimti	26.4291	94.6213	NL	0	0
monigong	28.6136	94.0682	AR	0	0
monigong eac	28.8223	94.2097	AR	1	4472
monyakshu	26.4146	95.0542	NL	1	22729
mopom	28.3399	95.2657	AR	0	0
mopom adipasi circle	28.3539	95.2986	AR	1	1360
mopong	26.4361	94.9498	NL	1	15377
mopung	28.3173	94.8482	AR	0	0
moragang	24.6313	92.6347	AS	0	0
moran	27.2296	94.8764	AS	1	169759
moran gaon	26.6901	94.4156	AS	0	0
moran town	27.1874	94.9147	AS	0	8434
morangi	26.4966	93.8583	AS	1	114851
moranha	27.1873	94.9156	AS	0	7136
moreh	24.2743	94.2563	MN	1	23100
morigaon	26.2521	92.3424	AS	1	957423
mornai	26.1047	90.7477	AS	0	0
morongial	26.3326	92.6835	AS	0	10318
moshing	27.1841	92.2212	AR	0	0
moshrat	25.5770	92.5201	ML	0	0
mosli pt i	24.8595	92.4775	AS	0	5087
motital pathar	26.7768	94.1293	AS	0	0
mpong	27.7900	96.1268	AR	0	0
mrambon	28.3962	95.7891	AR	0	0
mualbu kawnpui	22.3303	92.7109	MZ	0	0
muallungthu	23.6095	92.7213	MZ	0	0
mualnuam	24.2078	93.3787	MN	1	6874
mualthuam	23.1147	92.7410	MZ	0	0
mualvum	24.0219	92.6652	MZ	0	0
mubarakbasti	26.0971	92.8764	AS	0	0
mugrapur	24.7871	92.4963	AS	0	0
muiri	27.7807	93.6093	AR	0	0
mukalmua	26.2743	91.3542	AS	0	0
mukhachariduar	23.4632	91.8473	TR	0	0
mukhla	25.4823	92.2203	ML	0	0
mukki	28.0719	94.2006	AR	0	0
muktapur	26.4211	91.7374	AS	0	0
muktasinghpara	23.9624	92.1585	TR	0	0
mukto	27.5242	91.9125	AR	0	0
